date,time,DOY,CHK__1_1_1,DAQM_T_1_1_1,VIN_1_1_1,PPFD_1_1_1,P_RAIN_1_1_1,RG_1_1_1,RH_1_1_1,RH_2_1_1,RN_1_1_1,SHFSENS_1_1_1,SHFSENS_2_1_1,SHFSENS_3_1_1,SHF_1_1_1,SHF_2_1_1,SHF_3_1_1,SWC_1_1_1,SWC_2_1_1,SWC_3_1_1,TA_1_1_1,TA_2_1_1,TS_1_1_1,TS_2_1_1,TS_3_1_1
[yyyy-mm-dd],[HH:MM],[ddd.ddd],[OTHER],[C],[V],[µmol/m^2/s],[m],[W/m^2],[%],[%],[W/m^2],[OTHER],[OTHER],[OTHER],[W/m^2],[W/m^2],[W/m^2],[m^3/m^3],[m^3/m^3],[m^3/m^3],[K],[K],[K],[K],[K]
2023-02-25,05:30,56.2291,144.100,19.8677,12.2659,-0.432719E-01,0.00000,0.798817E-05,100.380,98.4576,-8.79195,0.616000E-04,0.557837E-04,0.585300E-04,-9.84189,-5.89457,-6.33394,0.256000,0.266167,0.323000,287.713,287.379,290.150,290.150,290.150
2023-02-25,06:00,56.2499,129.200,19.9127,12.2659,0.180409,0.00000,0.819750E-01,100.367,97.8433,-8.02581,0.616000E-04,0.557837E-04,0.585300E-04,-9.80186,-5.88781,-6.34207,0.256000,0.265200,0.323000,287.809,287.569,290.150,290.150,290.150
2023-02-25,06:30,56.2707,129.867,20.0198,12.2578,8.56789,0.00000,3.35271,100.341,97.6614,-4.54733,0.616000E-04,0.559853E-04,0.585300E-04,-9.35970,-5.57867,-5.76133,0.256000,0.265000,0.323000,287.957,287.716,290.097,290.150,290.150
2023-02-25,07:00,56.2916,117.900,20.1128,12.2660,39.9000,0.00000,18.8100,99.6437,95.8509,5.82041,0.616000E-04,0.560357E-04,0.585300E-04,-9.41271,-5.60096,-5.87231,0.255233,0.265000,0.322933,288.101,287.939,289.963,290.150,290.150
2023-02-25,07:30,56.3124,105.100,20.2247,12.2659,114.244,0.00000,62.7785,98.2917,95.2112,44.1439,0.616000E-04,0.560357E-04,0.585300E-04,-9.50507,-5.66783,-6.10090,0.255000,0.265000,0.322800,288.197,287.965,289.950,290.150,290.150
2023-02-25,08:00,56.3332,109.633,20.4068,12.2663,157.356,0.00000,86.2481,96.8559,94.0694,64.8906,0.616000E-04,0.560357E-04,0.585300E-04,-9.40205,-5.62943,-6.11673,0.255000,0.265000,0.321400,288.374,288.043,289.950,290.150,290.150
2023-02-25,08:30,56.3541,112.000,20.5557,12.2663,226.673,0.00000,117.446,95.4709,92.9326,91.0297,0.616000E-04,0.560357E-04,0.585300E-04,-9.08521,-5.54251,-6.06452,0.255000,0.265000,0.321133,288.379,288.038,289.950,290.150,290.150
2023-02-25,09:00,56.3749,110.367,20.7495,12.2664,293.788,0.00000,157.549,94.6492,91.9718,124.447,0.616000E-04,0.560357E-04,0.585300E-04,-8.61024,-5.42755,-5.97333,0.255233,0.265000,0.321000,288.712,288.408,289.950,290.150,290.150
2023-02-25,09:30,56.3957,105.333,21.0487,12.2667,401.403,0.00000,211.081,93.9408,92.0330,171.738,0.616000E-04,0.560357E-04,0.585300E-04,-8.00517,-5.29646,-5.85885,0.255033,0.265000,0.321000,288.872,288.446,289.970,290.150,290.150
2023-02-25,10:00,56.4166,114.567,21.4437,12.2667,783.160,0.00000,398.085,90.9483,87.6267,319.507,0.616000E-04,0.560357E-04,0.585300E-04,-7.17141,-5.12421,-5.70116,0.254467,0.263400,0.321000,289.298,288.759,290.130,290.150,290.150
2023-02-25,10:30,56.4374,133.133,22.0771,12.2672,978.821,0.00000,477.622,83.4384,80.4295,381.352,0.616000E-04,0.560357E-04,0.585300E-04,-5.98209,-4.88808,-5.49292,0.253967,0.263000,0.321000,290.086,289.529,290.150,290.150,290.150
2023-02-25,11:00,56.4582,114.700,22.8870,12.2675,1135.17,0.00000,583.314,82.7247,80.4899,477.218,0.616000E-04,0.560357E-04,0.585300E-04,-4.42163,-4.58557,-5.21492,0.254000,0.263033,0.321000,290.510,289.724,290.283,290.150,290.150
2023-02-25,11:30,56.4790,109.633,23.6891,12.2678,1114.23,0.00000,556.432,82.4809,79.7888,471.480,0.616000E-04,0.560357E-04,0.585300E-04,-2.62330,-4.23846,-4.90444,0.254667,0.263333,0.321000,290.744,290.055,290.427,290.150,290.150
